from,to
1328130,156255
1328150,156275
1328250,156375
1328750,156875
1331250,159375
1343750,171875
1406250,1171875
1562500,390625
1562501,390626
1562502,390627
1562505,390630
1562506,390631
1562510,390635
1562525,390650
1562526,390651
1562530,390655
1562550,390675
1562625,390750
1562626,390751
1562630,390755
1562650,390775
1562750,390875
1563125,391250
1563126,391251
1563130,391255
1563150,391275
1563250,391375
1563750,391875
1565625,393750
1565626,393751
1565630,393755
1565650,393775
1565750,393875
1566250,394375
1568750,396875
1578125,406250
1578126,406251
1578130,406255
1578150,406275
1578250,406375
1578750,406875
1581250,409375
1593750,421875
1640625,468750
1640626,468751
1640630,468755
1640650,468775
1640750,468875
1641250,469375
1643750,471875
1656250,484375
1718750,546875
